"id_klienta"	"imie"	"nazwisko"	"prefix_nip"	"NIP"	"wojewodztwo"	"kod"	"miejscowosc"	"ulica"	"nr_domu"
"ToDu18244"	"Tomislaw"	"Dumakiewicz"	922	"922-338-26-35"	"zachodniopomorskie"	"27-100"	"Tychy"	"ul. Bacowa"	66
"ToFr7985"	"Tomir"	"Fraj"	457	"457-213-56-910"	"malopolskie"	"80-843"	"Jaslo"	"Os. Pod Lipami"	94
"ToKa5522"	"Tomira"	"Kaladkiewicz"	346	"346-385-68-51"	"mazowieckie"	"31-764"	"Olsztyn"	"ul. Albatrosowa"	29
"ToKr14419"	"Tolislawa"	"Krupinski"	751	"751-571-77-45"	"malopolskie"	"59-223"	"Zalipie"	"ul. Akacjowa"	139
"ToMe15109"	"Tolislawa"	"Mentelewicz"	781	"781-212-19-810"	"podkarpackie"	"78-506"	"Opole"	"ul. Akacjowa"	10
"ToMh5878"	"Tolislawa"	"Mhlicka"	361	"361-669-46-53"	"slaskie"	"97-200"	"Darlowo"	"Os. Korczaka Janusza"	17
"ToMi10516"	"Torpet"	"Misiolecka"	573	"573-323-86-39"	"kujawsko-pomorskie"	"67-210"	"Ruda slaska"	"Pl. Obroncow Poczty Polskiej"	87
"ToNa3671"	"Tomislawa"	"Napierkowski"	263	"263-357-49-74"	"dolnoslaskie"	"81-157"	"zurawiec"	"ul. Akacjowa"	116
"ToRu7210"	"Tomir"	"Ruttar"	421	"421-818-61-36"	"zachodniopomorskie"	"60-438"	"Jastrzebie-Zdroj"	"ul. 1 Maja"	87
"ToSo3211"	"Toska"	"Somerling"	241	"241-856-98-310"	"podkarpackie"	"98-100"	"Arcugowo"	"Pl. Inwalidow"	110
"Tosw8220"	"Tobiasz"	"switelinska"	468	"468-577-79-910"	"lodzkie"	"93-452"	"Jelenia Gora"	"ul. Armii Krajowej"	54
"ToWi4276"	"Tobiasz"	"Wizenberg"	288	"288-826-38-43"	"zachodniopomorskie"	"15-521"	"Zielona Gora"	"Al. Kijowska"	150
"TrGa18137"	"Trzebomysl"	"Gabrusewicz"	916	"916-664-18-19"	"podlaskie"	"42-217"	"Warszawa"	"ul. 6 Dywizji Piechoty"	18
"TrKl3619"	"Trofim"	"Klaus"	261	"261-496-82-58"	"lodzkie"	"80-130"	"Grodzisk Mazowiecki"	"ul. Arystofanesa"	48
"TrPr17196"	"Trzebimir"	"Prymo"	872	"872-849-75-35"	"mazowieckie"	"38-607"	"Warszawa"	"Al. Armii Ludowej"	130
"TrWi11240"	"Trofim"	"Windera"	605	"605-622-36-34"	"mazowieckie"	"08-330"	"Warszawa"	"Os. Leskowka"	108
"TrZa7713"	"Trzebislaw"	"Zawadzicz"	445	"445-737-47-11"	"slaskie"	"63-200"	"Olsztyn"	"ul. 10 Lutego"	65
"TwGe756"	"Twardoslaw"	"Gesikiewicz"	133	"133-921-37-70"	"slaskie"	"86-031"	"Nowe Iganie"	"Al. Wojska Polskiego"	131
"TwRo2251"	"Tworzyslawa"	"Romanuszko"	199	"199-199-38-510"	"dolnoslaskie"	"43-600"	"Nysa"	"Al. Pasjonistow"	131
"TyBr12550"	"Tymoteusz"	"Brandegger"	664	"664-737-85-84"	"mazowieckie"	"80-119"	"Koszalin"	"Pl. Gwardii Ludowej"	51
"TyCh2190"	"Tyberiusz"	"Chrzeszcz"	196	"196-885-92-73"	"wielkopolskie"	"21-404"	"Nowe Mieczyslawy"	"Al. Zaglebia Dabrowskiego"	12
"TyDa11495"	"Tytus"	"Davy"	616	"616-351-12-27"	"kujawsko-pomorskie"	"97-561"	"Krakow"	"ul. 3 Maja"	47
"TyDe12980"	"Tymon"	"Deckas"	684	"684-168-25-50"	"mazowieckie"	"01-848"	"zytowo"	"Pl. Wolnosci"	118
"TyGa7757"	"Tymoteusz"	"Gardzielewski"	447	"447-373-87-910"	"lubelskie"	"62-010"	"Lubin"	"ul. Bartoka Beli"	56
"TyGl9218"	"Tytus"	"Glodzial"	513	"513-924-88-14"	"podlaskie"	"83-000"	"lodz"	"Pl. Wojska Polskiego"	48
"TyKu6092"	"Tycjan"	"Kuznierska"	371	"371-475-96-26"	"lodzkie"	"51-501"	"Dobrzejewice"	"Al. Slowackiego Juliusza"	140
"TyPa4817"	"Tycjan"	"Parobi"	314	"314-598-49-71"	"podlaskie"	"32-540"	"Ludmierzyce"	"Al. Astronomow"	43
"TyPi15539"	"Tymoteusz"	"Pietryszka"	798	"798-883-39-66"	"podkarpackie"	"42-100"	"Idzikowice"	"Al. Zwyciestwa"	141
"TyTe8204"	"Tymoteusz"	"Tetler"	467	"467-524-62-18"	"lodzkie"	"33-121"	"Gdansk"	"ul. 3 Maja"	138
"UlBa5212"	"Ulryk"	"Bazarnik"	333	"333-239-55-62"	"wielkopolskie"	"63-325"	"Bocien"	"ul. Andersena Christiana"	139
"UlKi16951"	"Ulryka"	"Kiri"	862	"862-541-85-18"	"mazowieckie"	"66-510"	"Bytom"	"Pl. Wyzwolenia"	137
"UlPo2388"	"Ulrych"	"Podlaszewski"	205	"205-581-23-90"	"pomorskie"	"57-120"	"Przewloka"	"Al. Pilsudskiego Jozefa"	52
"UlWa10923"	"Ulryka"	"Wasylke"	591	"591-948-96-83"	"lubelskie"	"41-936"	"Neryngowo"	"Os. Wichrowe Wzgorze"	124
"UnKa7827"	"Uniegost"	"Kaziukianiec"	451	"451-527-44-76"	"wielkopolskie"	"57-400"	"Zabrze"	"Al. Jana Pawla II"	46
"UrDo15145"	"Ursyn"	"Dorociok"	782	"782-615-16-42"	"mazowieckie"	"20-142"	"Biale Blota"	"Pl. Oddzialow Mlodziezy Powstanczej"	100
"UrMa17316"	"Urlyk"	"Matiuszek"	877	"877-561-72-19"	"malopolskie"	"52-123"	"Bugaj"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	102
"UrOk10639"	"Urszula"	"Okolowski"	578	"578-387-31-19"	"mazowieckie"	"71-474"	"Lublin"	"Os. Dywizjonu 303"	137
"UrSz17783"	"Urban"	"Szpurko"	898	"898-979-84-80"	"pomorskie"	"11-500"	"Jasionka"	"ul. Asnyka Adama"	55
"WaBi19319"	"Waleria"	"Biczynska vel Bicz"	969	"969-763-52-57"	"malopolskie"	"28-530"	"Suwalki"	"Pl. Konstytucji 3 Maja"	68
"WaCh2106"	"Walerian"	"Chadzynski"	193	"193-327-44-48"	"podkarpackie"	"89-311"	"Poznan"	"ul. Bajkowa"	96
"WaCz15453"	"Walenty"	"Czerczun"	795	"795-619-81-51"	"mazowieckie"	"87-603"	"Gizyce"	"Skw. Niepodleglosci"	27
"WaGi1556"	"Waleriusz"	"Giermaziak"	169	"169-839-96-65"	"dolnoslaskie"	"62-619"	"Glodowo"	"Os. Centrum A"	63
"WaHo13763"	"Wanda"	"Hotewicz"	721	"721-978-56-33"	"lodzkie"	"88-100"	"Ruda slaska"	"ul. Balinskiego Karola"	88
"WaIl7948"	"Walery"	"Ilkowicz"	456	"456-111-75-52"	"slaskie"	"73-108"	"Bydgoszcz"	"ul. Akurat"	41
"WaJa14596"	"Wanda"	"Jarmul"	757	"757-924-21-210"	"lodzkie"	"41-946"	"Bielsko-Biala"	"ul. 1 Maja"	63
"WaJa17792"	"Walentyna"	"Jahiel"	899	"899-489-38-810"	"malopolskie"	"56-100"	"Pruszkow"	"ul. Astrow"	66
"WaKi7069"	"Waldemara"	"Kilinski"	414	"414-967-97-39"	"zachodniopomorskie"	"00-166"	"Waplewo"	"ul. Baczynskiego Krzysztofa Kamila"	120
"WaKo7660"	"Wanda"	"Korzwiszer"	443	"443-762-89-47"	"lodzkie"	"62-543"	"Lublin"	"Pl. Ofiar Katynia"	85
"WaKr11111"	"Wanda"	"Krysztoforski V.Chryszto"	599	"599-917-12-84"	"pomorskie"	"41-100"	"Wolka Okraglik"	"ul. 26 Marca"	53
"WaNa11639"	"Waleria"	"Najgodzki"	623	"623-285-66-40"	"kujawsko-pomorskie"	"26-220"	"Witoszow Gorny"	"ul. Armii Krajowej"	48
"WaPu17462"	"Walenty"	"Punzel"	884	"884-837-57-910"	"swietokrzyskie"	"27-515"	"Granice"	"Al. Grottgera Artura"	99
"WaRa2411"	"Wawrzyniec"	"Rakowski vel Rydzynski"	206	"206-545-19-18"	"opolskie"	"13-111"	"Gliwice"	"Al. Rynek"	55
"WaSt8077"	"Walerian"	"Strachocki"	461	"461-985-73-81"	"lodzkie"	"99-300"	"Cetki"	"ul. Adriatycka"	121
"WaSz11922"	"Wasyl"	"Szwarcberg"	636	"636-316-97-82"	"wielkopolskie"	"41-800"	"Kisiny"	"Pl. Stare Miasto"	60
"WaSz19509"	"Walter"	"Szakolej"	978	"978-241-61-49"	"wielkopolskie"	"59-200"	"Czechowizna"	"Al. Jerozolimskie"	139
"WaTu12375"	"Wanda"	"Turmaszczyk"	656	"656-313-78-87"	"opolskie"	"93-345"	"Dabrowki Kobylanskie"	"Al. 3 Maja"	5
"WaTu16643"	"Wawrzyn"	"Turewicz"	847	"847-873-87-26"	"dolnoslaskie"	"93-404"	"Cytrynowo"	"ul. Bankowa"	90
"WaWy13861"	"Waldemara"	"Wypuszynska"	726	"726-315-65-42"	"lodzkie"	"43-382"	"Nowa Ruda"	"Pl. Wyzwolenia"	5
"WaZa10634"	"Walentyna"	"Zabczuk"	577	"577-972-87-67"	"lodzkie"	"59-220"	"Gibalka"	"Al. Powstancow Wielkopolskich"	18
"Wazu5396"	"Waclaw"	"zuwala"	341	"341-469-99-92"	"wielkopolskie"	"83-314"	"Mokronos"	"ul. Bacciarellego Marcelego"	27
"WeJa8848"	"Werner"	"Januczek"	497	"497-988-63-58"	"mazowieckie"	"97-225"	"Kartuzy"	"Al. Wyzwolenia"	120
"WeKi10171"	"Wenesa"	"Kissk"	557	"557-477-24-510"	"mazowieckie"	"39-310"	"Kamieniec"	"ul. Armii Krajowej"	152
"Wela19619"	"Wenesa"	"lapka vel lapa"	983	"983-719-49-20"	"slaskie"	"42-350"	"Wymyslanka"	"Al. Wojska Polskiego"	127
"WeSm3474"	"Wespazjan"	"Smodla"	254	"254-115-83-28"	"dolnoslaskie"	"63-304"	"lodz"	"ul. Baltycka"	28
"WeWa17525"	"Wendelin"	"Wasylkowicz"	887	"887-313-27-810"	"lubuskie"	"34-113"	"Piekary slaskie"	"Pl. swietego Maksymiliana Meczennika"	151
"WiAl7074"	"Wilhelm"	"Alfirenko"	415	"415-218-28-13"	"mazowieckie"	"93-304"	"Chorzow"	"Al. Wlokniarzy"	18
"WiDa18286"	"Wioletta"	"Dadaczynski"	924	"924-327-42-68"	"lodzkie"	"67-210"	"Siemiatycze"	"Os. Kosciuszkowskie"	50
"WiDo6473"	"Wierzchoslaw"	"Dobrzanski"	387	"387-914-33-610"	"wielkopolskie"	"85-473"	"Kotlarnia"	"ul. 9 Maja"	130
"WiDr3435"	"Wiera"	"Drzedowska"	251	"251-848-49-77"	"dolnoslaskie"	"00-669"	"Nowa Sol"	"ul. 17 Marca"	61
"WiFa6237"	"Witold"	"Farganas"	377	"377-246-87-99"	"zachodniopomorskie"	"59-300"	"zrobki"	"ul. Arciszewskiego Krzysztofa"	152
"WiGa17237"	"Witalis"	"Gagierowa"	874	"874-328-91-66"	"zachodniopomorskie"	"39-332"	"Plock"	"Grobla laniewska"	127
"WiGd102"	"Witomil"	"Gdul"	105	"105-122-31-47"	"dolnoslaskie"	"88-106"	"swidnica"	"ul. Agrestowa"	75
"WiGo1183"	"Witoslawa"	"Goliszek"	154	"154-532-77-38"	"warminsko-mazurskie"	"60-242"	"Koszoly"	"ul. Babiogorska"	12
"WiGo6240"	"Wiktoryna"	"Gomet"	377	"377-466-81-95"	"swietokrzyskie"	"18-400"	"Branew"	"Os. Lesisko"	111
"WiGr12197"	"Wioletta"	"Gritzman"	648	"648-221-92-71"	"malopolskie"	"73-110"	"Szpice-Chojnowo"	"Pl. Inwalidow"	111
"WiGr12472"	"Wiaczeslaw"	"Grewkiewicz"	659	"659-894-41-310"	"zachodniopomorskie"	"63-700"	"Wyszyna Falkowska"	"Schr. Schronisko Perla Zachodu"	38
"WiGr18300"	"Wiktoryn"	"Grzuchowski"	924	"924-686-21-110"	"swietokrzyskie"	"26-604"	"Drygulec"	"Al. Jerozolimskie"	51
"WiHe15287"	"Wieceslaw"	"Hereza"	788	"788-175-63-87"	"podlaskie"	"61-108"	"zytnik"	"Skw. Osiedlowy"	109
"WiIg11172"	"Wilhelmina"	"Ignor"	602	"602-677-35-19"	"podkarpackie"	"20-079"	"Mostowo"	"ul. 1 Maja"	68
"WiJa1706"	"Witold"	"Janykiewicz"	176	"176-664-13-67"	"podlaskie"	"41-300"	"Opole"	"Pl. Brama Portowa"	84
"WiKo17605"	"Wiecemila"	"Kolodziec"	891	"891-913-54-35"	"dolnoslaskie"	"43-250"	"Mozgowina"	"ul. Ariadny"	129
"WiKo7338"	"Wiktorian"	"Kochen"	426	"426-949-35-98"	"wielkopolskie"	"99-300"	"Niedzialy"	"Droga Kreta"	63
"WiKo9686"	"Wiaczeslaw"	"Korac"	534	"534-817-84-43"	"slaskie"	"72-343"	"Poznan"	"Pl. Mariacki"	53
"WiKo9817"	"Wilhelmina"	"Kozuszonek"	541	"541-113-57-15"	"pomorskie"	"69-113"	"Gliwice"	"Al. Raclawickie"	83
"WiKu16502"	"Wilibald"	"Kuniega"	842	"842-412-81-27"	"podlaskie"	"01-452"	"Ranty"	"Os. Piastow"	52
"WiKu437"	"Wiwanna"	"Kumelski"	119	"119-381-76-84"	"slaskie"	"39-340"	"Strzegowo"	"Os. Mistrzejowice Nowe"	116
"WiLu9228"	"Wiktoryna"	"Lueftner"	514	"514-342-18-16"	"swietokrzyskie"	"06-430"	"Helenow"	"ul. Bajana Jerzego"	106
"WiMa8361"	"Winicjusz"	"Marciniewski"	475	"475-584-81-32"	"opolskie"	"13-230"	"Szydlowiec"	"ul. Artylerzystow"	27
"WiMi15495"	"Wielislaw"	"Michla"	797	"797-371-54-36"	"malopolskie"	"47-100"	"Jaslo"	"Al. Palki Grzegorza"	4
"WiMu17922"	"Witomil"	"Musztafa"	906	"906-529-46-35"	"opolskie"	"04-533"	"Dziadow Most"	"Pl. Dabrowskiego Jaroslawa"	77
"WiMy8747"	"Wiwanna"	"Mylych"	493	"493-864-35-50"	"pomorskie"	"83-240"	"Zabrze"	"ul. 1000-Lecia"	79
"WiNi3572"	"Wieslawa"	"Nielubszyc"	258	"258-326-41-610"	"wielkopolskie"	"41-303"	"Darlowo"	"ul. Bajeczna"	18
"WiOt6029"	"Wit"	"Ottenlinger"	367	"367-937-99-58"	"slaskie"	"42-674"	"Siaszyce"	"ul. Armii Krajowej"	122
"WiPi16211"	"Wilibald"	"Pierzca"	828	"828-139-89-51"	"podkarpackie"	"66-218"	"Branew"	"ul. 11 Listopada"	141
"WiPo7245"	"Wielislawa"	"Porzbot"	423	"423-414-45-81"	"mazowieckie"	"22-174"	"Krakow"	"Os. Tysiaclecia"	108
"WiPr19246"	"Wiktoryn"	"Przecherka"	966	"966-492-72-36"	"mazowieckie"	"27-400"	"Zbrudzewo"	"Al. Jana Pawla II"	112
"WiPu9534"	"Wierzchoslawa"	"Pupin"	528	"528-241-78-53"	"lodzkie"	"06-540"	"Kosewo"	"Al. Ossolinskich"	92
"WiRo6396"	"Wierzchoslawa"	"Rozej"	384	"384-372-31-68"	"lubuskie"	"05-400"	"Zabrze"	"Pl. Wyzwolenia"	66
"WiSk19277"	"Winicjusz"	"Skiernik"	967	"967-699-53-64"	"wielkopolskie"	"83-324"	"Krakow"	"ul. Andersa Wladyslawa"	59
"WiSt14064"	"Wit"	"Stompur"	734	"734-781-51-91"	"swietokrzyskie"	"37-620"	"lodz"	"ul. Astronomiczna"	103
"WiSt14563"	"Wierzchoslaw"	"Stubba"	756	"756-622-85-13"	"dolnoslaskie"	"80-041"	"Dobrzyn"	"Os. Tysiaclecia"	43
"WiSt15519"	"Wiera"	"Stroniarczyk"	798	"798-336-83-87"	"podkarpackie"	"86-320"	"Zielona Gora"	"Park 3 Maja"	102
"WiSt6556"	"Wielislawa"	"Stal"	392	"392-157-48-78"	"malopolskie"	"55-340"	"swietochlowice"	"Pl. Sloneczny"	6
"WiSz8044"	"Wincenta"	"Szirmak"	459	"459-493-54-88"	"podlaskie"	"22-664"	"Glaznow"	"Os. Tysiaclecia"	124
"WiTa13870"	"Witalis"	"Tatyrata"	726	"726-536-94-14"	"mazowieckie"	"97-512"	"zeromin"	"Os. Piastowskie"	63
"WiWi19048"	"Wilibald"	"Windakiewicz"	957	"957-221-48-18"	"dolnoslaskie"	"99-235"	"lodz"	"Os. Czecha"	117
"WlBl218"	"Wlodziwoj"	"Blazeczyk"	109	"109-335-46-35"	"podkarpackie"	"78-627"	"Lipiny Dolne"	"Al. Gen. Sikorskiego Wladyslawa"	50
"WlFl11057"	"Wlodzislawa"	"Flockton"	597	"597-537-64-40"	"mazowieckie"	"63-708"	"Gliwice"	"ul. 23 Marca"	58
"WlGr19642"	"Wlodzislawa"	"Grosnik"	984	"984-685-69-93"	"slaskie"	"11-220"	"Kowalewo-Solectwo"	"ul. 11 Listopada"	59
"WlKa553"	"Wladyslaw"	"Karatowicz"	125	"125-225-78-45"	"dolnoslaskie"	"43-230"	"Bachmackie Kolonie"	"ul. Akacjowa"	142
"WlKn19880"	"Wladyslaw"	"Knebajska"	995	"995-376-67-47"	"podkarpackie"	"96-512"	"Ruda slaska"	"Pl. Dabrowskiego Jana Henryka (Generala Jana Henryka Dabrowskiego)"	113
"WlKo18184"	"Wlodzislaw"	"Kowzalow"	918	"918-653-84-21"	"malopolskie"	"03-238"	"Nysa"	"ul. Armii Krajowej"	32
"WlKu15070"	"Wloscislawa"	"Kuciolek"	778	"778-522-67-58"	"lubelskie"	"87-630"	"Budy Gizynskie"	"Os. Sloneczne"	18
"WlSt6333"	"Wlodzimir"	"Stupakiewicz"	382	"382-172-93-99"	"mazowieckie"	"62-053"	"Sosnowiec"	"ul. Armii Krajowej"	137
"WlSw11292"	"Wloscibor"	"Swiezanska"	607	"607-472-74-57"	"pomorskie"	"47-100"	"Przewloka"	"Os. Na Stoku"	111
"WlZa6019"	"Wladyslaw"	"Zahajewicz"	367	"367-248-85-12"	"wielkopolskie"	"70-806"	"Glinno"	"Al. Stanow Zjednoczonych"	112
"WoCz10882"	"Wojmir"	"Czlokowska"	589	"589-516-87-13"	"dolnoslaskie"	"84-312"	"Kolobrzeg"	"Os. Kazimierzowskie"	109
"WoGi10128"	"Wolmar"	"Ginkowski"	555	"555-455-12-36"	"warminsko-mazurskie"	"11-400"	"Widok"	"ul. Baczynskiego Krzysztofa Kamila"	117
"WoJa5408"	"Wojciecha"	"Jadlos"	341	"341-696-55-810"	"malopolskie"	"15-628"	"Polkajny"	"Al. Wojska Polskiego"	155
"WoLu2406"	"Wojslawa"	"Lungocz"	206	"206-353-45-86"	"slaskie"	"67-400"	"Doly"	"ul. Akacjowa"	128
"WrBr17012"	"Wrzeslawa"	"Brylecki"	864	"864-943-95-69"	"lodzkie"	"16-420"	"Pinczyn"	"Park zeromskiego Stefana"	154
"WrGr10946"	"Wrocislaw"	"Grzedziela"	592	"592-852-88-85"	"dolnoslaskie"	"97-320"	"Adelinow"	"ul. Augustow"	72
"WrLa9864"	"Wrocimir"	"Lasowert"	542	"542-882-45-14"	"podkarpackie"	"63-507"	"Bydgoszcz"	"Os. Na Skarpie"	5
"WrMi6228"	"Wrzeslawa"	"Milonski"	376	"376-813-96-87"	"lodzkie"	"33-314"	"Katowice"	"ul. Barlickiego Norberta"	144
"WrPe4206"	"Wrocislawa"	"Pergulak"	286	"286-691-53-91"	"dolnoslaskie"	"05-504"	"Lublin"	"Al. Jaworowa"	77
"WrRo7615"	"Wrzeslawa"	"Rogzik"	441	"441-215-89-71"	"slaskie"	"43-187"	"Wroclaw"	"Al. Okulickiego Leopolda (Generala Leopolda Okulickiego)"	23
"WrSi14335"	"Wrocislaw"	"Siernianis"	746	"746-934-95-31"	"mazowieckie"	"43-503"	"Dzialdowo"	"ul. Baltycka"	85
"WrSz11546"	"Wrocimir"	"Szymaik"	618	"618-812-59-28"	"lodzkie"	"62-070"	"Mosciska Male"	"ul. Akacjowa"	122
"WrSz6274"	"Wrzeslawa"	"Szygocki"	378	"378-763-27-65"	"dolnoslaskie"	"99-435"	"Gniewowo"	"Skw. Niepodleglosci"	153
"Wrza14298"	"Wrocimir"	"zarudna"	745	"745-276-86-80"	"malopolskie"	"49-156"	"Starczewo-Pobodze"	"Pl. Uniwersytecki"	11
"WsGo3473"	"Wszebora"	"Gorki"	253	"253-889-82-97"	"kujawsko-pomorskie"	"99-320"	"Poznan"	"ul. Barcza Franciszka"	139
"WsKr5176"	"Wszebor"	"Kropis"	331	"331-558-42-43"	"podlaskie"	"05-555"	"Debowka"	"Pl. zwirki i Wigury"	62
"WsMa17721"	"Wszeciech"	"Malanczyn"	896	"896-339-21-410"	"dolnoslaskie"	"75-108"	"Wegleszyn-Ogrody"	"Pl. Wolnosci"	147
"WsMi18013"	"Wszemil"	"Milion"	911	"911-289-91-86"	"mazowieckie"	"88-100"	"Krakow"	"ul. Bardowskiego Piotra"	62
"WsPa12908"	"Wszemil"	"Pasztur"	681	"681-263-82-33"	"podkarpackie"	"44-330"	"Wegorzewo Koszalinskie"	"ul. 14 Lutego"	63
"WsRu15369"	"Wszerad"	"Rupiewicz"	791	"791-813-85-510"	"zachodniopomorskie"	"55-330"	"Gdynia"	"ul. Adwentowicza Karola"	50
"WsTo5554"	"Wszebad"	"Tolino"	347	"347-849-22-37"	"zachodniopomorskie"	"87-404"	"Pila"	"ul. Barlickiego Norberta"	25
"WyCa15839"	"Wyszeniega"	"Catko"	812	"812-382-89-96"	"mazowieckie"	"21-222"	"Sokolka"	"Stacja Metra swietokrzyska"	155
"WyFr3254"	"Wyszeslawa"	"Frelikowski"	243	"243-261-74-93"	"zachodniopomorskie"	"12-130"	"Czachy"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	89
"WyGa1806"	"Wyszeniega"	"Galkowski"	179	"179-913-85-67"	"wielkopolskie"	"32-210"	"zmijowiec"	"Al. Karkonoska"	138
"zaBl12860"	"zalina"	"Blejzyk"	678	"678-633-91-97"	"lodzkie"	"96-200"	"Bydgoszcz"	"Os. Zlota Podkowa"	102
"zaBr4406"	"zaklina"	"Brozda"	295	"295-268-49-46"	"kujawsko-pomorskie"	"47-300"	"Rybnik"	"ul. 1 Maja"	12
"ZaJa18241"	"Zachariasz"	"Jagiello vel Jagielska"	922	"922-166-77-82"	"mazowieckie"	"41-819"	"Rzeszow"	"ul. 11 Listopada"	122
"zaKo15891"	"zalina"	"Kozwial"	815	"815-229-35-90"	"malopolskie"	"28-305"	"Gliwice"	"Schr. Debowiec"	149
"zaMi9845"	"zalina"	"Misiewski"	542	"542-228-11-88"	"mazowieckie"	"16-040"	"Ostrow Wielkopolski"	"ul. 15 Sierpnia"	138
"zaMo4111"	"zanna"	"Mokszanski"	282	"282-939-83-23"	"lubelskie"	"43-382"	"Siewierz"	"ul. 1 Maja"	106
"ZaNi18823"	"Zawisza"	"Niczweda"	947	"947-172-94-52"	"zachodniopomorskie"	"95-069"	"Glubczyce"	"ul. Agrestowa"	134
"ZbBo5890"	"Zbislaw"	"Bogdon"	361	"361-962-97-51"	"kujawsko-pomorskie"	"41-400"	"Tarnobrzeg"	"Al. Jana Pawla II"	100
"ZbBu15357"	"Zbigniewa"	"Budnar"	791	"791-464-88-33"	"slaskie"	"89-110"	"Pila"	"ul. Alvy Edisona Thomasa"	14
"ZbDo19848"	"Zbyslawa"	"Dolarski"	993	"993-944-18-51"	"lodzkie"	"41-506"	"Nadroz"	"ul. Archimedesa"	145
"ZbFa6468"	"Zbigniewa"	"Faterkowski"	387	"387-598-45-55"	"dolnoslaskie"	"40-855"	"Warszawa"	"ul. Baranowicka"	36
"ZbKa18575"	"Zbigniew"	"Kajraniec"	935	"935-985-64-89"	"mazowieckie"	"62-850"	"Warenka"	"ul. Ametystowa"	110
"ZbKl14288"	"Zbigniewa"	"Klokoc"	744	"744-912-41-83"	"lubuskie"	"05-807"	"Druzykowa"	"ul. Adamczyka Ferdynanda"	28
"ZbLa2984"	"Zbroslaw"	"Lamenta"	232	"232-485-71-77"	"kujawsko-pomorskie"	"03-540"	"Warszawa"	"ul. 1 Maja"	19
"ZbPa6501"	"Zbislaw"	"Pagonowski"	388	"388-968-65-72"	"malopolskie"	"61-407"	"Stara Wies Trzecia"	"ul. Balkanska"	99
"ZbSp7717"	"Zbyszko"	"Spryndrakis"	445	"445-886-86-94"	"slaskie"	"28-100"	"Warszawa"	"ul. 1 Maja"	67
"ZdDo2118"	"Zdzimir"	"Dobrynczuk"	193	"193-691-53-62"	"slaskie"	"55-200"	"Wilcze Jary"	"Stacja Metra Marymont"	84
"ZdSt1299"	"Zdobyslaw"	"Steen"	158	"158-893-78-83"	"warminsko-mazurskie"	"63-006"	"Kamionka"	"ul. Akacjowa"	116
"ZeKo549"	"Zelmira"	"Kowla"	124	"124-971-94-31"	"warminsko-mazurskie"	"14-241"	"Plock"	"Al. Debowa"	60
"ZeNi4768"	"Zenobiusz"	"Niszczezewska"	312	"312-668-21-34"	"zachodniopomorskie"	"43-180"	"Nieklonice"	"Al. Karkonoska"	145
"ZePe3625"	"Zelmira"	"Penczyk"	261	"261-583-59-96"	"warminsko-mazurskie"	"32-300"	"zyrardow"	"ul. 20 Stycznia"	118
"Zesw16716"	"Zenobia"	"swidryk"	852	"852-112-59-90"	"lubelskie"	"83-230"	"Wroclaw"	"Al. Pilsudskiego Jozefa (Marszalka Jozefa Pilsudskiego)"	76
"ZiCi18673"	"Ziemowit"	"Ciuciera"	941	"941-335-65-98"	"lodzkie"	"11-135"	"Nowe Orzechowo"	"Skw. Modrzejewskiej Heleny"	130
"ZiCz7188"	"Ziemowit"	"Czaprowicz"	419	"419-842-72-45"	"mazowieckie"	"55-300"	"Bozydar"	"ul. 1 Maja"	133
"ZiWd11652"	"Ziemislaw"	"Wdowka"	623	"623-665-99-79"	"wielkopolskie"	"58-300"	"Rzeszow"	"Pl. Mieszka I"	141
"ZoKo8574"	"Zofia"	"Kolobko"	485	"485-513-52-42"	"slaskie"	"62-430"	"Szalsza"	"ul. Asnyka Adama"	19
"ZoMe946"	"Zorian"	"Melonik"	143	"143-952-74-33"	"wielkopolskie"	"95-080"	"Drogomysl"	"ul. Albatrosow"	84
"ZoOl8820"	"Zorian"	"Olej"	497	"497-241-75-11"	"wielkopolskie"	"71-003"	"Warszawa"	"Os. Piastowskie"	142
"ZyGo15964"	"Zygmunt"	"Gohra"	817	"817-987-92-58"	"lubuskie"	"16-400"	"Wroblowice"	"Pl. Pod Lipami"	83
"zyKo18491"	"zywia"	"Konutek"	933	"933-153-54-55"	"zachodniopomorskie"	"63-410"	"Legnica"	"ul. A18"	129
"zyMa14868"	"zywislaw"	"Marszowicka"	769	"769-558-82-68"	"wielkopolskie"	"58-562"	"Emilianow"	"ul. Akacjowa"	146
"zySz3896"	"zytomir"	"Szkabrat"	273	"273-263-16-23"	"dolnoslaskie"	"11-731"	"Babsk"	"Al. Jana Pawla II"	84
